ko,sequence_count,full_f1,full_note,frag_f1,frag_note
K13620,17,1.0,,0.4,
K13621,117,0.976744,,0.956522,
K13622,235,0.968421,,0.926829,
K13623,264,0.774775,,0.781609,
K13624,214,0.97561,,0.849315,
K13625,255,0.75,,0.75,
K13626,1076,0.913043,,0.724638,
K13627,180,0.885246,,0.851852,
K13628,2715,0.781631,,0.75632,
K13629,52,0.818182,,0.875,
K13630,59,0.9,,0.7,
K13631,80,0.6,,0.6,
K13632,43,0.727273,,0.666667,
K13633,720,0.409594,,0.379404,
K13634,577,0.842593,,0.8,
K13635,232,0.866667,,0.692308,
K13636,150,0.72,,0.777778,
K13637,235,0.775,,0.608696,
K13638,357,0.712329,,0.655172,
K13639,1275,0.985743,,0.914661,
K13640,1221,0.89083,,0.878282,
K13641,1754,0.345432,,0.320721,
K13642,118,0.928571,,0.777778,
K13643,1251,0.773067,,0.75,
K13644,219,0.759494,,0.688525,
K13645,103,0.848485,,1.0,
K13646,189,0.909091,,0.761905,
K13647,131,0.88,,0.682927,
K13648,1057,0.997579,,0.944785,
K13649,444,0.952381,,0.868421,
K13650,55,0.695652,,1.0,
K13651,202,0.929577,,0.760563,
K13652,1262,0.817757,,0.753846,
K13653,1886,0.821023,,0.709821,
K13654,65,0.857143,,0.714286,
K13655,286,0.8,,0.734177,
K13656,23,0.0,,0.4,
K13657,88,0.866667,,1.0,
K13658,201,0.794521,,0.514286,
K13659,50,0.714286,,0.8,
K13660,57,0.875,,0.666667,
K13661,19,0.5,,0.666667,
K13662,57,0.666667,,0.705882,
K13663,86,0.3,,0.266667,
K13664,13,0.0,,1.0,
K13665,222,0.759494,,0.866667,
K13666,17,1.0,,0.5,
K13667,336,0.967213,,0.909091,
K13668,890,0.77305,,0.740741,
K13669,262,0.656716,,0.577778,
K13670,65,0.928571,,0.8,
K13671,1049,0.649038,,0.573034,
K13672,27,0.833333,,0.75,
K13673,12,0.666667,no negative,1.0,no negative
K13674,11,1.0,,0.0,no positive
K13675,426,0.950617,,0.834646,
K13676,569,0.92891,,0.897727,
K13677,213,0.972973,,0.881356,
K13678,167,0.982456,,0.916667,
K13679,170,0.984615,,0.933333,
K13680,463,0.962162,,0.924051,
K13681,603,0.983471,,0.956938,
K13682,149,0.943396,,0.789474,
K13683,87,0.774194,,0.5,
K13684,63,0.709677,,0.636364,
K13686,277,0.971429,,0.902439,
K13687,309,0.819048,,0.688525,
K13688,585,0.948718,,0.885057,
K13689,20,0.75,,0.5,
K13690,134,0.871795,,0.857143,
K13691,634,0.819923,,0.666667,
K13692,199,0.828571,,0.72,
K13693,853,0.925466,,0.846154,
K13694,641,0.530612,,0.571429,
K13695,670,0.543933,,0.478873,
K13696,436,0.911111,,0.820896,
K13697,228,0.955556,,0.961039,
K13698,258,0.830189,,0.774194,
K13699,210,0.923077,,0.916667,
K13700,252,0.969072,,0.96,
K13701,198,0.916667,,0.892857,
K13702,193,0.885714,,0.84,
K13703,415,0.733333,,0.629921,
K13704,402,0.791946,,0.809917,
K13705,251,0.9,,0.921053,
K13706,396,0.953642,,0.857143,
K13707,307,0.945455,,0.914894,
K13708,233,0.853933,,0.792453,
K13709,62,0.888889,,0.909091,
K13710,260,0.9,,0.837838,
K13711,447,0.97006,,0.910448,
K13712,228,0.987013,,0.873239,
K13713,20,1.0,,1.0,
K13714,59,1.0,,0.823529,
K13715,6,1.0,,0.666667,
K13716,170,0.984127,,0.95,
K13717,392,0.910345,,0.8,
K13718,295,0.814815,,0.722222,
K13719,501,0.961326,,0.853333,
K13720,277,1.0,,0.925,
K13721,169,0.83871,,0.947368,
K13722,77,0.9,,0.615385,
K13723,132,0.947368,,0.83871,
K13724,128,0.938776,,0.9375,
K13725,9,1.0,,0.0,
K13726,148,0.851064,,0.866667,
K13727,165,0.983051,,0.904762,
K13728,415,0.861111,,0.744186,
K13729,6,1.0,,1.0,no negative
K13730,611,0.316901,,0.287179,
K13731,31,0.615385,,0.727273,
K13732,39,0.142857,,0.0,
K13733,43,0.769231,,0.8,
K13734,69,0.4,,0.0,
K13735,349,0.784314,,0.690476,
K13736,124,0.930233,,0.896552,
K13737,37,1.0,,0.857143,
K13738,169,0.983607,,0.830189,
K13739,5,0.0,,1.0,
K13740,5,0.0,,,no sample
K13741,16,0.8,,1.0,
K13742,1,0.0,,1.0,no negative
K13743,2,0.0,,0.666667,
K13744,189,0.971429,,0.983051,
K13745,833,0.899371,,0.820717,
K13745+K27501,1,1.0,no negative,,
K13746,17,1.0,no negative,0.75,
K13747,235,1.0,,0.983051,
K13748,459,0.79803,,0.780822,
K13749,277,0.953271,,0.873563,
K13750,304,0.79661,,0.83871,
K13751,267,0.954545,,0.810811,
K13752,422,0.573248,,0.647059,
K13753,231,0.828571,,0.766667,
K13754,1139,0.946188,,0.865031,
K13755,601,0.950226,,0.931217,
K13756,78,0.88,,0.75,
K13757,101,0.95,,0.857143,
K13758,155,0.903226,,0.912281,
K13759,75,0.818182,,0.761905,
K13760,87,0.642857,,0.764706,
K13761,374,0.931298,,0.86,
K13762,129,1.0,,0.909091,
K13763,182,0.941176,,0.93617,
K13764,146,0.981818,,0.958333,
K13765,160,0.967742,,0.84,
K13766,1257,0.840404,,0.714976,
K13767,224,0.93617,,0.851064,
K13768,120,0.837209,,0.810811,
K13769,205,0.819672,,0.851064,
K13770,413,0.80916,,0.842105,
K13771,1851,0.881057,,0.806071,
K13772,84,0.896552,,1.0,
K13773,16,0.5,,0.0,
K13774,162,0.967742,,0.867925,
K13775,677,0.893617,,0.727273,
K13776,110,0.952381,,0.761905,
K13777,275,1.0,,0.846154,
K13778,176,0.985075,,0.96875,
K13779,176,0.884615,,0.909091,
K13780,605,0.865546,,0.829545,
K13781,246,0.923077,,0.819672,
K13782,108,0.944444,,0.866667,
K13783,830,0.96875,,0.919298,
K13784,323,0.447761,,0.4,
K13785,111,0.538462,,0.4375,
K13786,111,0.615385,,0.571429,
K13787,2279,0.856796,,0.833078,
K13788,1275,0.981891,,0.93401,
K13789,3187,0.919244,,0.824281,
K13790,8,1.0,,0.0,no positive
K13791,4,0.0,,0.4,
K13792,12,0.666667,,0.666667,
K13793,17,1.0,,0.5,
K13794,155,0.980392,,0.923077,
K13795,271,1.0,,0.888889,
K13796,451,0.898876,,0.701754,
K13797,29,0.666667,,0.75,
K13798,77,1.0,no negative,0.956522,
K13799,128,0.978723,no negative,0.9375,
K13800,905,0.882175,,0.80427,
K13801,230,0.941176,,0.827586,
K13802,48,0.428571,,0.333333,
K13803,130,0.941176,,0.774194,
K13804,44,0.933333,,0.8,
K13805,124,1.0,,0.971429,
K13806,566,0.875622,,0.761905,
K13807,562,0.96861,,0.955056,
K13808,127,0.97561,,0.96,
K13809,282,0.884615,,0.85,
K13810,117,1.0,,0.909091,
K13811,545,0.989691,,0.950617,
K13812,71,1.0,no negative,0.9,
K13813,190,0.68,,0.5,
K13814,221,0.775,,0.666667,
K13815,207,0.789474,,0.833333,
K13816,222,0.963855,,0.964286,
K13818,78,1.0,,0.941176,
K13819,348,0.967213,,0.9375,
K13820,43,0.857143,,1.0,
K13821,2020,0.978934,,0.939535,
K13822,552,0.888889,,0.839378,
K13823,281,0.769231,,0.666667,
K13824,20,0.166667,,0.25,
K13825,337,0.697248,,0.666667,
K13826,197,0.689655,,0.864865,
K13827,61,0.952381,,1.0,
K13828,32,0.666667,,0.8,
K13829,259,0.886076,,0.930233,
K13830,141,0.980392,,0.95,
K13831,96,0.903226,,0.909091,
K13832,413,0.897436,,0.804348,
K13833,14,0.8,,0.5,
K13834,30,0.769231,,0.8,
K13835,19,0.857143,,0.8,
K13836,7,1.0,,0.666667,
K13837,19,1.0,no negative,1.0,
K13838,25,1.0,,0.727273,
K13839,15,0.75,,0.666667,
K13840,6,1.0,,1.0,
K13841,10,0.666667,,0.8,
K13842,12,1.0,,0.5,
K13843,5,0.666667,,0.0,no positive
K13844,17,1.0,,1.0,
K13845,23,1.0,,0.4,
K13846,7,0.0,,0.285714,
K13847,6,1.0,,0.666667,
K13848,6,,no sample,0.0,no positive
K13849,39,0.117647,,0.555556,
K13850,129,0.766667,,0.679245,
K13851,164,0.607843,,0.553846,
K13852,63,0.774194,,0.56,
K13853,230,0.988506,,0.971429,
K13854,2,0.0,,0.666667,
K13855,343,0.830769,,0.811881,
K13856,151,0.836364,,0.956522,
K13857,157,0.925373,,0.884615,
K13858,173,0.981818,,0.75,
K13859,127,0.702703,,0.88,
K13860,53,0.947368,,0.941176,
K13861,196,0.594059,,0.53125,
K13862,274,0.950495,,0.909091,
K13863,437,0.887417,,0.902655,
K13864,467,0.897727,,0.769231,
K13865,703,0.891473,,0.817308,
K13866,402,0.898551,,0.784314,
K13867,120,0.810811,,0.75,
K13868,825,0.947712,,0.854839,
K13869,271,0.930693,,0.864198,
K13870,143,0.941176,,0.888889,
K13871,257,0.863636,,0.84507,
K13872,198,0.632911,,0.85,
K13873,33,0.75,,0.0,no positive
K13874,119,0.8,,0.774194,
K13875,248,0.493671,,0.697674,
K13876,270,0.844444,,0.865672,
K13877,1268,0.985972,,0.940367,
K13878,172,0.983051,,0.88,
K13879,139,0.96,,0.866667,
K13880,159,1.0,,0.882353,
K13881,139,0.958333,,0.95,
K13882,48,1.0,,0.857143,
K13883,214,0.95122,,0.920635,
K13884,296,0.954128,,0.782609,
K13885,740,0.555844,,0.542484,
K13886,626,0.941667,,0.901099,
K13887,383,0.951724,,0.933333,
K13888,907,0.952646,,0.912,
K13889,889,0.954357,,0.779874,
K13890,646,0.84,,0.786325,
K13891,693,0.877828,,0.906832,
K13891+K13892,2,0.0,no negative,,
K13892,563,0.928571,,0.646341,
K13893,1383,0.961686,,0.877358,
K13893+K13894,1,0.0,,,
K13894,688,0.958491,,0.955357,
K13895,815,0.969136,,0.938182,
K13895+K13896,1,1.0,,,
K13896,934,0.991304,,0.74717,
K13897,17,0.0,no positive,0.0,no positive
K13898,15,0.0,no positive,0.0,no positive
K13899,658,0.648,,0.562814,
K13900,18,0.285714,,0.25,
K13901,8,1.0,,0.0,no positive
K13902,132,0.871795,,0.75,
K13903,249,0.921348,,0.779221,
K13904,59,0.947368,,0.666667,
K13905,108,0.96,,0.782609,
K13906,61,0.888889,,0.869565,
K13907,952,0.901639,,0.866667,
K13908,288,0.923077,,0.764045,
K13909,47,0.8,,0.736842,
K13910,24,0.285714,,0.142857,
K13911,19,0.083333,,0.0,
K13912,809,0.710448,,0.610687,
K13913,18,0.5,,1.0,
K13914,10,1.0,,0.8,
K13915,1050,0.839196,,0.774869,
K13916,393,0.847222,,0.723404,
K13917,374,0.844156,,0.777778,
K13918,55,1.0,,0.727273,
K13919,116,1.0,,0.962963,
K13920,122,0.745098,,0.814815,
K13921,67,0.62069,,0.444444,
K13922,154,0.833333,,0.716981,
K13923,43,0.933333,,0.727273,
K13924,1232,0.967033,,0.856369,
K13925,8,0.0,no positive,0.0,no positive
K13926,578,1.0,,0.962162,
K13927,89,0.727273,,0.833333,
K13928,136,0.941176,,0.709677,
K13929,221,1.0,no negative,0.958904,
K13930,493,0.960452,,0.887324,
K13931,338,0.985075,,0.901639,
K13932,331,0.977099,,0.930233,
K13933,320,0.99187,,0.828283,
K13934,584,0.893204,,0.746269,
K13935,299,0.973913,,0.876712,
K13936,3034,0.899174,,0.861723,
K13937,202,0.987342,no negative,0.897436,
K13938,309,0.966667,,0.847826,
K13939,81,0.903226,,0.823529,
K13940,279,0.828283,,0.848485,
K13941,243,0.930233,,0.842105,
K13942,28,1.0,,0.857143,no negative
K13943,106,0.684211,,0.75,
K13944,168,0.75,,0.48,
K13945,347,0.712329,,0.714286,
K13946,238,0.967033,,0.989011,
K13947,830,0.993939,,0.904564,
K13948,696,0.942529,,0.868421,
K13949,189,0.945946,,0.984127,
K13950,770,0.926471,,0.833333,
K13951,293,0.912621,,0.850575,
K13952,37,0.857143,,0.75,
K13953,2885,0.916968,,0.818864,
K13954,398,0.878378,,0.868852,
K13955,289,0.796296,,0.769231,
K13956,234,0.888889,,0.857143,
K13957,271,0.971963,,0.870588,
K13958,106,1.0,,0.888889,
K13959,135,0.979592,,0.974359,
K13960,428,0.920245,,0.882353,
K13961,79,1.0,,0.875,
K13962,54,1.0,,1.0,
K13963,2082,0.6,,0.51976,
K13964,48,1.0,no negative,1.0,
K13965,52,1.0,,0.923077,
K13966,248,0.955556,,0.878788,
K13967,38,0.8,,0.75,
K13968,2,0.0,,1.0,no negative
K13969,2,0.0,no positive,1.0,no negative
K13970,6,1.0,,1.0,
K13971,14,0.5,,0.4,
K13972,7,0.153846,,0.0,no positive
K13973,10,0.666667,,0.285714,
K13974,4,0.0,no positive,0.0,no positive
K13975,1,0.0,,0.0,
K13976,2,0.0,,1.0,
K13977,3,1.0,,0.333333,
K13978,4,0.0,,,no sample
K13979,1847,0.976808,,0.917683,
K13980,53,0.842105,,1.0,no negative
K13981,86,0.962963,,0.823529,
K13982,476,0.944162,,0.926174,
K13983,432,0.958084,,0.88,
K13984,369,0.964029,,0.867257,
K13985,558,0.40411,,0.525,
K13985+K22856,5,0.666667,,,
K13986,117,0.952381,,0.666667,
K13987,174,0.953846,,0.792453,
K13988,439,0.962963,,0.904348,
K13989,810,0.891228,,0.81,
K13990,274,0.938053,,0.86747,
K13991,154,0.966667,,0.904762,
K13992,100,0.780488,,0.871795,
K13993,9698,0.905296,,0.849073,
K13994,21,0.75,,0.888889,
K13995,580,0.788618,,0.690058,
K13996,130,0.956522,,0.8125,
K13997,211,0.91358,,0.923077,
K13998,188,1.0,,0.914286,
K13999,183,0.830769,,0.814815,
K14000,436,0.828947,,0.684564,
K14001,415,0.821192,,0.849558,
K14002,134,0.901961,,0.8,
K14003,650,0.945736,,0.81768,
K14004,427,0.929032,,0.916667,
K14005,842,0.949254,,0.934866,
K14006,552,0.981308,,0.90566,
K14007,1668,0.941878,,0.900196,
K14008,303,0.973913,,0.910714,
K14009,819,0.817391,,0.806667,
K14010,313,0.954955,,0.857143,
K14011,467,0.958084,,0.864407,
K14012,705,0.956204,,0.89,
K14013,42,1.0,,0.888889,
K14014,279,0.837607,,0.744186,
K14015,515,0.963731,,0.846154,
K14016,691,0.898678,,0.86631,
K14017,41,0.875,,0.714286,
K14018,571,0.982143,,0.9,
K14019,126,0.93617,,0.9375,
K14020,368,0.965986,,0.915888,
K14021,176,0.896552,,0.878049,
K14022,138,0.93617,,0.871795,
K14023,41,0.842105,,0.615385,
K14024,29,0.909091,,0.8,
K14025,346,0.944882,,0.76,
K14026,673,0.851064,,0.728205,
K14027,166,0.541176,,0.741935,
K14028,51,0.947368,no negative,0.941176,
K14029,74,0.833333,,0.923077,
K14030,38,0.923077,,0.833333,
K14031,54,0.545455,,0.8,
K14032,72,0.761905,,0.8,
K14033,153,0.981132,,0.820513,
K14034,150,0.947368,,0.923077,
K14035,188,0.758621,,0.685714,
K14036,3,1.0,,0.0,no positive
K14037,11,1.0,,1.0,
K14038,9,0.0,no positive,1.0,
K14043,30,0.888889,,0.666667,
K14044,7,0.666667,,0.4,
K14045,4,0.0,no positive,1.0,
K14046,14,1.0,,0.571429,
K14048,315,0.921739,,0.901099,
K14050,608,0.92,,0.810811,
K14051,71,0.956522,,0.8,
K14052,370,0.71345,,0.767857,
K14053,36,0.888889,,0.666667,
K14054,254,0.870588,,0.702703,
K14055,733,0.615385,,0.71028,
K14056,46,0.6,,0.666667,
K14057,369,0.453901,,0.4,
K14058,1638,0.963636,,0.9,
K14059,807,0.546075,,0.356021,
K14060,378,0.428571,,0.308571,
K14061,363,0.608696,,0.32381,
K14062,144,0.8,,0.540541,
K14063,235,0.260163,,0.297872,
K14064,77,0.962963,,0.947368,
K14065,2,1.0,,1.0,
K14066,154,0.938776,,0.888889,
K14067,83,0.967742,,1.0,
K14068,35,1.0,,1.0,
K14069,42,0.923077,,0.8,
K14070,30,1.0,no negative,0.833333,
K14071,227,0.933333,,0.923077,
K14072,375,0.8,,0.732394,
K14073,862,0.313725,,0.25,
K14074,387,0.525253,,0.655738,
K14075,256,0.321429,,0.125,
K14076,154,0.75,,0.777778,
K14077,244,0.977273,,0.9375,
K14078,222,0.974359,,0.933333,
K14079,390,0.859259,,0.907216,
K14080,139,0.807018,,0.681818,
K14081,64,0.96,,1.0,
K14082,43,0.769231,,0.666667,
K14083,832,0.948387,,0.917647,
K14084,140,0.528302,,0.454545,
K14085,327,0.991453,,0.974359,
K14086,117,0.958333,,0.974359,
K14087,109,1.0,,0.965517,
K14088,101,0.974359,,0.823529,
K14089,100,0.75,,0.7,
K14090,137,0.793103,,0.764706,
K14091,111,0.8,,0.8125,
K14092,47,0.888889,,0.941176,
K14093,49,0.875,,1.0,
K14094,48,0.588235,,0.75,
K14095,57,0.857143,,0.875,
K14096,46,0.705882,,0.727273,
K14097,52,1.0,,0.941176,
K14098,49,1.0,no negative,0.923077,
K14099,45,1.0,,1.0,no negative
K14100,56,0.588235,,0.4,
K14101,43,1.0,no negative,0.75,
K14102,46,0.714286,,0.5,
K14103,52,0.823529,,0.909091,
K14104,51,0.75,,0.8,
K14105,43,1.0,,0.727273,
K14106,45,1.0,,0.818182,
K14107,62,0.814815,,0.631579,
K14108,32,0.909091,,0.857143,
K14109,45,0.857143,,0.666667,
K14110,41,1.0,no negative,0.8,
K14111,47,0.5,,0.363636,
K14112,45,1.0,,0.875,
K14113,262,0.724138,,0.770833,
K14114,47,0.875,,0.888889,
K14115,42,1.0,,0.933333,
K14116,50,0.947368,,0.6,
K14117,46,0.941176,,0.857143,
K14118,72,0.375,,0.307692,
K14119,49,0.888889,,0.555556,
K14120,48,0.875,,0.875,
K14121,49,1.0,,1.0,
K14122,20,0.857143,no negative,0.75,
K14123,34,1.0,no negative,0.833333,
K14124,44,1.0,,0.75,
K14125,46,0.941176,,0.933333,
K14126,133,0.830189,,0.944444,
K14127,423,0.863014,,0.9375,
K14128,138,0.945455,,0.84,
K14129,18,0.5,,0.8,
K14130,19,0.666667,,0.0,no positive
K14131,19,0.666667,,0.0,
K14132,3,0.0,,1.0,no negative
K14133,9,1.0,,0.0,no positive
K14134,3,,no sample,,no sample
K14135,1,0.0,,1.0,
K14136,430,0.789474,,0.784615,
K14137,495,0.924731,,0.892857,
K14138,111,1.0,,0.969697,
K14139,84,0.914286,,0.857143,
K14140,14,1.0,,0.5,
K14141,20,0.857143,,0.4,
K14142,33,1.0,,0.666667,
K14143,37,0.226415,,0.217391,
K14144,1,1.0,,0.5,
K14145,44,0.923077,no negative,0.666667,
K14146,1,1.0,,0.5,
K14147,1,1.0,,1.0,
K14148,3,0.0,no positive,1.0,
K14149,1,0.0,,1.0,no negative
K14150,1,0.0,,0.5,
K14151,2,1.0,no negative,,no sample
K14152,143,1.0,no negative,1.0,
K14153,458,0.897436,,0.869565,
K14154,138,1.0,no negative,0.888889,
K14155,2999,0.975064,,0.937829,
K14156,839,0.921502,,0.896825,
K14157,391,0.954248,,0.920354,
K14158,234,0.94382,,0.846154,
K14159,60,1.0,no negative,1.0,
K14160,1285,0.889764,,0.785366,
K14161,2053,0.968789,,0.803509,
K14162,2323,0.968182,,0.927298,
K14163,363,0.978417,,0.955752,
K14164,187,0.971429,,0.904762,
K14165,4407,0.827897,,0.708066,
K14166,824,0.907285,,0.803653,
K14167,174,0.96875,,0.913043,
K14168,486,0.939891,,0.893082,
K14169,699,0.909091,,0.8,
K14170,1498,0.946984,,0.854749,
K14171,135,0.943396,,0.914286,
K14172,96,0.9375,no negative,1.0,
K14173,109,0.896552,,0.666667,
K14174,11,0.285714,,0.5,
K14175,248,0.877551,,0.732394,
K14180,27,0.833333,,1.0,
K14181,32,0.923077,,0.666667,
K14182,52,0.428571,,0.0,no positive
K14183,65,0.5,,0.0,no positive
K14184,40,0.727273,,0.666667,
K14187,318,0.923077,,0.886076,
K14188,257,0.819277,,0.853333,
K14189,968,0.873171,,0.751825,
K14190,272,0.96,,0.95,
K14191,552,0.995261,,0.964103,
K14192,38,0.380952,,0.428571,
K14193,17,1.0,,0.666667,
K14194,154,0.25,,0.142857,
K14195,52,0.380952,,0.5,
K14196,19,0.666667,,0.0,no positive
K14197,21,0.857143,,0.0,
K14198,4,0.0,no positive,0.0,no positive
K14199,21,0.888889,,0.5,
K14200,6,1.0,,0.666667,
K14201,56,0.05,,0.0,
K14202,2,,no sample,0.0,no positive
K14203,14,1.0,,0.8,
K14204,11,0.666667,,1.0,
K14205,895,0.823529,,0.688679,
K14206,788,0.906667,,0.847737,
K14207,396,0.755556,,0.625767,
K14208,194,0.923077,,0.923077,
K14209,2582,0.929376,,0.885086,
K14210,307,0.912621,,0.697674,
K14211,260,0.803571,,0.807692,
K14212,67,1.0,,1.0,
K14213,708,0.931174,,0.875622,
K14214,176,0.920635,,0.916667,
K14215,31,0.888889,,0.5,
K14216,410,0.8125,,0.834646,
K14217,178,0.9375,,0.912281,
K14242,215,0.876404,,0.761905,
K14244,3,0.0,,0.666667,
K14249,4,0.0,,0.5,
K14250,53,0.8,,0.909091,
K14251,93,0.967742,,0.9,
K14252,53,0.888889,,0.666667,
K14253,46,0.625,,0.727273,
K14254,18,0.0,,0.086957,
K14255,18,1.0,,0.666667,
K14256,28,0.083333,,0.111111,
K14257,148,0.792453,,0.782609,
K14258,1135,0.313725,,0.408602,
K14259,313,0.983607,,0.865979,
K14260,1041,0.955294,,0.915452,
K14261,541,0.995349,,0.979167,
K14262,135,0.981132,,0.926829,
K14263,74,0.62069,,0.533333,
K14264,138,0.961538,,0.967742,
K14265,69,0.888889,,0.941176,
K14266,1493,0.928696,,0.845815,
K14267,1513,0.869841,,0.783242,
K14268,38,0.615385,,0.857143,
K14270,194,0.973684,,0.881356,
K14271,16,0.8,,0.666667,
K14272,56,0.9,,1.0,
K14273,270,0.583333,,0.5,
K14274,236,0.625,,0.540541,
K14275,27,0.769231,,0.555556,
K14281,301,0.962963,,0.883721,
K14282,243,0.876404,,0.776119,
K14283,311,0.803571,,0.837209,
K14284,1057,0.854839,,0.78626,
K14285,387,0.746269,,0.766355,
K14286,361,0.898551,,0.920354,
K14287,835,0.972644,,0.94,
K14288,384,0.971014,,0.9,
K14289,491,0.960894,,0.861538,
K14290,308,0.957265,,0.837209,
K14291,489,0.909091,,0.820144,
K14292,827,0.902208,,0.864662,
K14293,500,0.961326,,0.95,
K14294,615,0.951542,,0.79558,
K14295,543,0.922374,,0.836158,
K14296,371,0.940397,,0.919355,
K14297,915,0.850299,,0.84,
K14298,450,0.97561,,0.955224,
K14299,452,0.921212,,0.888889,
K14300,539,0.942857,,0.791367,
K14301,534,0.950495,,0.857143,
K14302,211,0.974359,,0.9,
K14303,457,0.875676,,0.828283,
K14304,464,0.921212,,0.778761,
K14305,372,0.921053,,0.910891,
K14306,757,0.914089,,0.816667,
K14307,549,0.897196,,0.789474,
K14308,506,0.969697,,0.877698,
K14309,448,0.934911,,0.865385,
K14310,460,0.95858,,0.814286,
K14311,475,0.88,,0.84375,
K14312,487,0.978495,,0.90625,
K14313,448,0.950617,,0.875,
K14314,573,0.936364,,0.908257,
K14315,569,0.897196,,0.825806,
K14316,374,0.839695,,0.678261,
K14317,496,0.896226,,0.839506,
K14318,396,0.89697,,0.85,
K14319,760,0.881356,,0.810811,
K14320,405,0.893617,,0.926829,
K14321,512,0.947368,,0.760563,
K14322,330,0.946565,,0.791667,
K14323,285,0.8,,0.676471,
K14324,360,0.897638,,0.830508,
K14325,427,0.860606,,0.829932,
K14326,266,0.900901,,0.876404,
K14327,458,0.933333,,0.923077,
K14328,752,0.915254,,0.850467,
K14329,4,0.0,,1.0,no negative
K14330,132,0.84,,0.896552,
K14331,103,1.0,,1.0,
K14332,101,1.0,,0.941176,
K14333,161,0.976744,,0.714286,
K14334,90,0.882353,,0.8,
K14335,479,0.848168,,0.741379,
K14337,574,0.705314,,0.589041,
K14338,409,0.97006,,0.962963,
K14339,429,0.880597,,0.693878,
K14340,539,0.574257,,0.507692,
K14341,302,0.974359,,0.989899,
K14342,354,0.818898,,0.698113,
K14343,537,0.909091,,0.874172,
K14344,136,0.943396,,0.933333,
K14345,176,1.0,,0.977778,
K14346,96,0.833333,,0.571429,
K14347,1839,0.967651,,0.929392,
K14348,127,0.844444,,0.727273,
K14349,277,0.927835,,0.85,
K14350,128,1.0,,0.909091,
K14351,796,0.909091,,0.894737,
K14352,324,0.826923,,0.778947,
K14353,285,0.804124,,0.704225,
K14354,586,0.861111,,0.782178,
K14355,239,0.84058,,0.807018,
K14356,200,0.735294,,0.608696,
K14357,114,0.926829,,1.0,
K14358,506,0.952381,,0.901961,
K14359,73,0.952381,,0.842105,
K14360,653,0.795276,,0.763006,
K14361,231,0.945055,,0.794521,
K14362,89,0.818182,,0.6,
K14363,72,0.962963,,0.736842,
K14364,79,0.933333,,0.916667,
K14365,124,0.837209,,0.8125,
K14366,11,0.0,,1.0,
K14367,12,1.0,,1.0,
K14368,21,0.4,,0.235294,
K14369,3,0.0,no positive,0.0,no positive
K14370,11,1.0,,0.666667,
K14371,1,0.0,no negative,0.5,
K14372,2,0.0,no positive,0.666667,
K14373,2,,no sample,1.0,
K14374,1,1.0,,0.666667,
K14375,1,1.0,,0.0,no positive
K14376,1185,0.936264,,0.86119,
K14377,86,0.965517,,0.7,
K14378,138,0.956522,,0.9,
K14379,943,0.832861,,0.810458,
K14380,60,0.75,,0.615385,
K14381,348,0.863636,,0.8,
K14382,129,0.95,,0.909091,
K14383,226,0.930233,,0.878049,
K14384,61,0.947368,,0.833333,
K14385,200,0.970588,,0.979592,
K14386,609,0.723404,,0.818182,
K14387,950,0.975069,,0.920128,
K14388,1968,0.770686,,0.744063,
K14389,304,0.883721,,0.823529,
K14390,104,0.97561,,0.9375,
K14391,334,0.819672,,0.752688,
K14392,495,0.855172,,0.838235,
K14393,2404,0.919028,,0.883721,
K14394,620,0.919643,,0.847826,
K14395,255,0.928571,,0.929577,
K14396,883,0.913333,,0.875912,
K14397,375,0.94964,,0.912621,
K14398,542,0.967136,,0.840909,
K14399,496,0.931818,,0.924242,
K14400,809,0.896552,,0.783019,
K14401,487,0.93617,,0.864865,
K14402,408,0.948052,,0.940171,
K14403,421,0.962025,,0.943089,
K14404,743,0.848485,,0.723214,
K14405,497,0.84264,,0.847682,
K14406,246,0.964706,,0.9,
K14407,661,0.936,,0.840909,
K14408,407,0.962025,,0.92562,
K14409,415,0.844444,,0.817391,
K14410,968,0.734043,,0.751055,
K14411,1723,0.910798,,0.820116,
K14412,111,1.0,no negative,0.967742,
K14413,131,0.93617,,0.972973,
K14414,295,0.991304,,0.898876,
K14415,1942,0.927607,,0.877037,
K14416,642,0.910506,,0.808511,
K14419,5,0.0,no positive,0.5,
K14423,196,0.962025,,0.916667,
K14424,106,0.969697,,0.933333,
K14425,100,0.947368,,0.88,
K14426,273,0.971963,,0.94,
K14427,348,0.927536,,0.793388,
K14428,320,0.992,,0.948454,
K14429,495,0.978723,,0.910256,
K14430,188,0.931507,,0.909091,
K14431,933,0.989011,,0.947712,
